50000;8
55000;18
60000;27
65000;38
70000;50
75000;62
80000;76
85000;90
90000;105
95000;121
100000;137
105000;156
110000;175
115000;195
120000;215
125000;236
130000;259
135000;283
140000;307
145000;332
150000;359
155000;386
160000;413
165000;443
170000;473
175000;503
180000;535
185000;568
190000;602
195000;637
200000;672
